24 HOUR VOLUME COUNT LOCATIONS,NB TOTAL,SB TOTAL,EB TOTAL, WB TOTOAL,TOTAL VOLUME,DATE
"McNeil Rd, 9200 blk - South of Saunders Ln",1962,1028,,,2990,06/11/2001 12:00:00 AM
"McNeil Rd, 9600 blk - North of Saunders Ln ",797,572,,,1369,06/12/2001 12:00:00 AM
"McNeil Rd, 9700 blk - East of the Roundabout",,,618,622,1240,10/27/2009 12:00:00 AM
"McNeil Rd, 9900 blk - North of Scotch Trl",1377,1503,,,2880,09/16/2009 12:00:00 AM
"Meadgreen Dr, 1300 blk - East of Parkfield Dr",,,99,132,231,12/17/2007 12:00:00 AM
"Meadowview Ln, 7500 blk - South of Prairie Dell",230,195,,,425,05/11/2005 12:00:00 AM
"Meadowview Ln, 7600 blk - North of Prairie Dell",253,211,,,464,05/11/2005 12:00:00 AM
"Meander Dr, 1700 blk - North of Redondo Dr ",322,309,,,631,02/15/2011 12:00:00 AM
"Mearns Meadow, 1100 blk - North of Stubble Quail",2318,2074,,,4392,12/04/2007 12:00:00 AM
"Mearns Meadow, 1300 blk - North of Mountain Quail Dr",1071,1064,,,2135,12/04/2007 12:00:00 AM
"Mearns Meadow, 1300 blk - South of Mearns Meadow Cove",1155,1137,,,2292,09/12/2007 12:00:00 AM
"Mearns Meadow, 1500 blk - South of Mearns Meadow Cove",1045,1119,,,2164,12/04/2007 12:00:00 AM
"Mearns Meadow, 1700 blk - North of Quail Blvd",940,1125,,,2065,12/04/2007 12:00:00 AM
"Medical Pkwy, 3800 blk - South of W 39 1/2 St",4378,3785,,,8163,05/08/2007 12:00:00 AM
"Medical Pkwy, 4100 blk - South of W 42nd St",3488,3514,,,7002,04/22/2008 12:00:00 AM
"Medical Pkwy, 4100 blk - South of W 42nd St",3791,3860,,,7651,05/08/2007 12:00:00 AM
"Meehan Dr, 12800 blk - East of Staton Dr",,,369,293,662,01/14/2008 12:00:00 AM
"Melibee Trl, 1600 blk - East of Manchaca Rd",,,242,273,515,01/11/2005 12:00:00 AM
"Melridge Place, 1300 blk - North of Rabb Rd",2018,2130,,,4148,10/07/2002 12:00:00 AM
"Melridge Place, 2000 blk - East of Burford Place",,,1263,1244,2507,02/14/2011 12:00:00 AM
"Melridge Place, 2000 blk - East of Burford Place",,,1392,1439,2831,04/08/2002 12:00:00 AM
"Melshire Dr, 8700 blk - South of Thrushwood Dr",66,50,,,116,05/20/2010 12:00:00 AM
"Meridian Park Blvd, 12200 blk South of Espina Dr",1089,,,,1089,11/16/2011 12:00:00 AM
"Meridian Park Blvd, 12200 blk South of Espina Dr",,1364,,,1364,11/15/2011 12:00:00 AM
"Merle Dr, 4400 blk - North of Redd St",226,439,,,665,02/12/2008 12:00:00 AM
"Merrie Lynn Ave, 3200 blk - North of Manor Rd",101,92,,,193,03/29/2004 12:00:00 AM
"Merriwood Dr, 6200 blk - South of Blueberry Hill",502,548,,,1050,10/01/2007 12:00:00 AM
"Mesa Dr, 6600 blk - South of Sierra Dr",3959,3814,,,7773,02/13/2013 12:00:00 AM
"Mesa Dr, 7200 blk - South of Cat Hollow",5284,4598,,,9882,03/05/2014 12:00:00 AM
"Mesa Dr, 8300 blk - South of Greenflint Lane ",3571,3714,,,7285,09/28/2005 12:00:00 AM
"Mesa Dr, 8500 blk - South of Rockford Lane ",3203,2999,,,6202,09/28/2005 12:00:00 AM
"Metcalfe Rd, 2600 blk - North of Iroquois Ln",730,869,,,1599,11/05/2008 12:00:00 AM
"Metlink Blvd, 3000 blk - North of Metropolis Dr",949,1097,,,2046,01/22/2013 12:00:00 AM
"Metric Blvd, 10700 blk - South of Kramer Ln",7302,8082,,,15384,09/09/2009 12:00:00 AM
"Metric Blvd, 10900 blk - South of Braker Ln West",6809,7365,,,14174,09/09/2009 12:00:00 AM
"Metric Blvd, 11200 blk - North of W Braker Ln",12944,14089,,,27033,09/14/2009 12:00:00 AM
"Metric Blvd, 12000 blk - South of Bittern Hollow Dr",12482,15043,,,27525,08/08/2001 12:00:00 AM
"Metric Blvd, 12100 blk - North of Bittern Hollow Dr",14277,16062,,,30339,01/21/2003 12:00:00 AM
"Metric Blvd, 12400 blk - South of Parmer Ln",12257,11976,,,24233,10/04/2004 12:00:00 AM
"Metric Blvd, 12600 blk - North of Parmer Ln",8847,8976,,,17823,09/04/2003 12:00:00 AM
"Metric Blvd, 13000 blk - North of Foal Ln",7744,7127,,,14871,09/04/2003 12:00:00 AM
"Metric Blvd, 13100 blk - South of Chasewood Dr",8007,7157,,,15164,09/04/2003 12:00:00 AM
"Metric Blvd, 13100 blk - South of Chasewood Dr",7409,6777,,,14186,02/27/2002 12:00:00 AM
"Metric Blvd, 13400 blk - North of Lynnville Trail",7028,6157,,,13185,09/04/2003 12:00:00 AM
"Metric Blvd, 13500 blk - South of W. Howard Ln",6839,5952,,,12791,09/04/2003 12:00:00 AM
"Metro Center Dr, 7500 blk - West of Business Drwy",,,2547,2587,5134,05/13/2010 12:00:00 AM
"Metro Center Dr, 7600 blk - South of E Riverside Dr",3139,2585,,,5724,05/13/2010 12:00:00 AM
"Metropolis Blvd, 7000 blk - West of the Parking Drwy",,,1533,2006,3539,01/22/2013 12:00:00 AM
"Metropolis Blvd, 7900 blk - East of the Plant Entrance",,,1321,1564,2885,01/22/2013 12:00:00 AM
"Middle Fiskville Rd, 10300 blk - North of Newport Ave",1051,694,,,1745,02/28/2012 12:00:00 AM
"Middle Fiskville Rd, 11200 blk - South of Braker Ln",785,355,,,1140,04/19/2005 12:00:00 AM
"Middle Fiskville Rd, 6200 blk - South of E. Highland Mall Blvd",4690,2362,,,7052,12/10/2003 12:00:00 AM
"Middle Fiskville Rd, 9100 blk - South of Northcape Dr",2543,3381,,,5924,01/29/2007 12:00:00 AM
"Middle Ln East, 600 blk - West of IH35",,,876,1200,2076,08/13/2002 12:00:00 AM
"Middlebie Dr, 9100 blk - East of Scotland Well Dr",,,198,207,405,12/16/2002 12:00:00 AM
"Miles Ave, 1900 blk - East of Manchaca Rd",,,515,133,648,09/06/2001 12:00:00 AM
"Millway Dr, 8300 blk - North of Daleview Dr",101,127,,,228,05/24/2010 12:00:00 AM
"Millway Dr, 8300 blk - North of Daleview Dr",102,127,,,229,04/10/2007 12:00:00 AM
"Millway Dr, 8700 blk - North of Dawnridge Circle",163,130,,,293,05/24/2010 12:00:00 AM
"Millway Dr, 8700 blk - North of Dawnridge Circle",143,107,,,250,04/10/2007 12:00:00 AM
"Mimosa Dr, 2000 blk - West of Manchaca Rd",,,126,143,269,09/11/2002 12:00:00 AM
"Mimosa Dr, 2100 blk - East of Lilac Ln",,,128,162,290,05/20/2002 12:00:00 AM
"Mimosa Dr, 2200 blk - East of Grigsby Dr",,,100,173,273,09/11/2002 12:00:00 AM
"Minot Cir, 8700 blk - North of the Minot Circle E/W leg",37,36,,,73,12/03/2007 12:00:00 AM
"Mira Loma Ln, 6800 blk - North of Marquette Ln",588,1466,,,2054,03/22/2001 12:00:00 AM
"Misting Falls Trl, 10700 blk - North of Morado Circle",865,705,,,1570,02/28/2012 12:00:00 AM
"Moehle Dr, 1500 blk - West of Harris Blvd",,,101,94,195,01/14/2013 12:00:00 AM
"Monarch Dr, 2300 blk - At Roxanna Dr",,,1051,1673,2724,04/24/2014 12:00:00 AM
"Monarch Dr, 2300 blk - East of Roxanna Dr",,,1507,1380,2887,08/24/2004 12:00:00 AM
"Monarch Dr, 2300 blk - East of Woodshire Dr",,,1318,1150,2468,09/19/2007 12:00:00 AM
"Monarch Dr, 2300 blk - West of Castlewood Dr",,,1186,1340,2526,10/04/2012 12:00:00 AM
"Monarch Dr, 2400 blk - West of Roxanna Dr",,,1117,1351,2468,08/24/2004 12:00:00 AM
"Monica St, 1400 blk - East of Swearingin Dr",,,59,66,125,03/18/2003 12:00:00 AM
"Monroe St East, 400 blk - East of Drake Ln",,,1059,1061,2120,03/12/2002 12:00:00 AM
"Monroe St East, 800 Blk - West of Alta Vista Ave",,,792,883,1675,04/11/2001 12:00:00 AM
"Monroe St West, 200 blk - East of Newton St",,,489,606,1095,07/23/2003 12:00:00 AM
"Monroe St West, 300 blk - West of Newton St",,,477,672,1149,07/23/2003 12:00:00 AM
"Monroe St West, 400 blk - West of Roma St",,,593,620,1213,03/18/2014 12:00:00 AM
"Montana St, 6700 blk - West of Vasquez St",,,678,940,1618,02/24/2014 12:00:00 AM
"Montclaire St, 2000 blk  - East of Ann Arbor Ave",,,287,362,649,05/09/2005 12:00:00 AM
"Montclaire St, 2000 blk  - East of Ann Arbor Ave",,,180,165,345,06/19/2001 12:00:00 AM
"Montclaire St, 2100 blk - East of Paramount Ave",,,163,175,338,04/10/2002 12:00:00 AM
"Montclaire St, 2100 blk - West of Ann Arbor St",,,206,186,392,05/09/2005 12:00:00 AM
"Monterrey Oaks Blvd, 4400 blk - South of Staggerbrush Rd",,,3239,2699,5938,11/06/2006 12:00:00 AM
"Montopolis Dr, 1400 blk - South of Marigold",8967,8765,,,17732,05/01/2013 12:00:00 AM
"Montopolis Dr, 1600 blk - North of Fairway St",9311,8646,,,17957,05/01/2013 12:00:00 AM
"Montopolis Dr, 2700 blk - North of Oltorf St",8070,6960,,,15030,11/18/2003 12:00:00 AM
"Morgan Creek Dr, 10100 blk - North of Whistling Straits Dr",1143,1137,,,2280,04/14/2008 12:00:00 AM
"Morgan Creek Dr, 10500 blk - North of Whistling Straits Dr",694,733,,,1427,04/11/2006 12:00:00 AM
"Morgan Creek Dr, 9500 blk - North of Whistling Straits Dr",871,842,,,1713,04/14/2008 12:00:00 AM
"Morgan Creek Dr, 9700 blk - South of Fern Hill Dr",340,339,,,679,04/14/2008 12:00:00 AM
"Morgan Creek Dr, 9900 blk - West of Belfin Dr",,,452,458,910,10/25/2010 12:00:00 AM
"Morgan Creek Dr, 9900 blk - West of Belfin Dr",,,394,365,759,04/14/2008 12:00:00 AM
"Morgan Creek Dr, 9900 blk - West of Belfin Dr",,,468,482,950,09/26/2012 12:00:00 AM
"Morgan Ln, 1400 blk - West of Bannister Ln",,,508,312,820,10/08/2012 12:00:00 AM
"Morrow St, 1100 blk - West of Watson St",,,1072,561,1633,09/15/2010 12:00:00 AM
"Morrow St, 1100 blk - West of Watson St",,,1261,648,1909,03/09/2009 12:00:00 AM
"Morrow St, 1100 blk - West of Watson St",,,1333,649,1982,01/25/2007 12:00:00 AM
"Morrow St, 1200 blk - East of Gault St",,,1635,740,2375,03/09/2004 12:00:00 AM
"Morrow St, 1200 blk - West of Watson St",,,1237,609,1846,11/13/2007 12:00:00 AM
"Morrow St, 1200 blk - West of Watson St",,,1368,659,2027,09/12/2007 12:00:00 AM
"Morrow St, 1500 blk - West of Woodrow Ave",,,1174,945,2119,11/14/2007 12:00:00 AM
"Morrow St, 1700 blk - East of Yates Ave",,,1462,1217,2679,03/09/2004 12:00:00 AM
"Morrow St, 600 blk - East of N. Lamar Blvd",,,1118,1172,2290,03/29/2004 12:00:00 AM
"Morrow St, 600 blk - East of Paxton St",,,866,889,1755,03/09/2009 12:00:00 AM
"Morrow St, 900 blk - West of North Lamar Blvd",,,1089,486,1575,09/15/2010 12:00:00 AM
"Mosley Ln, 12200 blk - South of Cassady Dr",,,611,412,1023,03/31/2004 12:00:00 AM
"Mosquero Cir, 8700 blk - South of Mosquero Cir E/W leg",56,65,,,121,12/03/2007 12:00:00 AM
"Mountain Quail Rd, 10100 blk - East of Mearns Meadow",,,642,621,1263,12/05/2007 12:00:00 AM
"Mountain Quail Rd, 9700 blk - North of Thornridge Rd",965,929,,,1894,12/05/2007 12:00:00 AM
"Mountain Quail Rd, 9700 blk - North of Thornridge Rd",1064,1057,,,2121,09/13/2007 12:00:00 AM
"Mountain Ridge Dr, 8600 blk - North of Hyridge Dr",1353,643,,,1996,04/08/2003 12:00:00 AM
"Mountain Ridge Dr, 8700 bk - North of Hyridge Dr",1394,687,,,2081,05/23/2006 12:00:00 AM
"Mountain Ridge Dr, 8700 blk - South of Capital of Texas Hwy",1177,538,,,1715,04/08/2003 12:00:00 AM
"Mountin Ridge Dr, 8700 blk- South of Mountain Path Dr",1329,566,,,1895,02/22/2012 12:00:00 AM
"Mt Bonnell Rd, 4100 blk - South of Mt Bonnell Dr",598,901,,,1499,12/16/2002 12:00:00 AM
"Mt Vernon Dr, 4400 blk - North of Redd St",1282,1559,,,2841,02/12/2008 12:00:00 AM
"Mt Vernon Dr, 4400 blk - North of Redd St",1460,1594,,,3054,05/05/2005 12:00:00 AM
"Mt Vernon Dr, 4400 blk - North of Redd St",1328,1557,,,2885,02/05/2004 12:00:00 AM
"Mt Vernon Dr, 4500 blk - North of Philco Dr",532,683,,,1215,02/12/2008 12:00:00 AM
"Mt Vernon Dr, 4500 blk - South of Redd St",609,662,,,1271,05/05/2005 12:00:00 AM
"Mullen Dr, 7700 blk - Norht of St Joseph Blvd",109,224,,,333,11/13/2007 12:00:00 AM
"Mullen Dr, 7900 blk - South of Pompton Dr",1031,926,,,1957,01/30/2013 12:00:00 AM
"Mustang Chase, 11900 blk - North of Duval Rd",349,377,,,726,10/16/2002 12:00:00 AM
"Mustang Chase, 12000 blk - North of Rambling Ridge",371,370,,,741,10/02/2002 12:00:00 AM
"Mustang Chase, 12000 blk - South of Rambling Ridge",396,414,,,810,10/02/2002 12:00:00 AM
"Mystic Oaks Trail, 9400 blk - East of Grand Oak Dr",,,65,77,142,01/14/2003 12:00:00 AM
"Narrow Glen Pkwy, 2300 blk - East of Brandts Woods St",,,953,1125,2078,11/18/2010 12:00:00 AM
"Nasco Dr, 6200 blk - South of Whitehorse Trail",169,145,,,314,05/17/2004 12:00:00 AM
"Nasco Dr, 6300 blk - North of Whitehorse Trail",213,149,,,362,05/17/2004 12:00:00 AM
"Nassau Dr, 5500 blk - North of Corona Dr",91,84,,,175,01/29/2003 12:00:00 AM
"Nassau Dr, 5600 blk - South of Ridgehaven Dr",42,71,,,113,01/13/2009 12:00:00 AM
"Nassau Dr, 5700 blk - North of Ridgehaven Dr",63,87,,,150,01/13/2009 12:00:00 AM
"Nassau Dr, 5700 blk - North of Ridgehaven Dr",44,51,,,95,01/29/2003 12:00:00 AM
"Nassau Dr, 5800 blk - North of Northridge Dr",105,113,,,218,01/13/2009 12:00:00 AM
"Natures Bend, 13000 blk - North of Waterfall",243,208,,,451,10/10/2013 12:00:00 AM
"Natures Bend, 13000 blk - North of Waterfall",243,208,,,451,10/10/2013 12:00:00 AM
"Neans Dr, 1000 blk - East of Aspen St",,,440,558,998,09/12/2007 12:00:00 AM
"Neenah Ave, 9600 blk - West of Olive Hill Dr",,,762,754,1516,08/07/2007 12:00:00 AM
"Nesbit Dr, 2900 blk - East of Bernoulli Dr",,,391,450,841,11/29/2007 12:00:00 AM
"Nesbit Dr, 3000 blk - West of Linkmeadow",,,146,116,262,11/29/2007 12:00:00 AM
"New York Ave, 1700 blk - East of Leona",,,134,194,328,01/23/2013 12:00:00 AM
"Newfield Ln, 1300 blk - North of Waterston Ave                 1-way NB",9195,n/a,,,9195,02/04/2003 12:00:00 AM
"Newfield Ln, 1600 blk - North of Enfield Ln                        1-way NB",352,n/a,,,352,09/21/2009 12:00:00 AM
"Newfield Ln, 1600 blk - North of Enfield Ln                        1-way NB",460,n/a,,,460,02/04/2003 12:00:00 AM
"Newfield Ln, 2200 blk - North of Polo Rd",200,46,,,246,09/21/2009 12:00:00 AM
"Newfield Ln, 900 blk - South of W. 10th St                       1-way NB",9075,n/a,,,9075,02/04/2003 12:00:00 AM
"Newmont Rd, 10600 blk - South of Windy Trl",621,497,,,1118,12/06/2007 12:00:00 AM
"Newning Ave, 100 blk - South of Riverside Dr",386,645,,,1031,05/16/2001 12:00:00 AM
"Newning Ave, 1200 blk - South of Academy Dr",343,271,,,614,03/25/2010 12:00:00 AM
"Newning Ave, 1300 blk - North of Pecan Grove Rd",346,263,,,609,03/25/2010 12:00:00 AM
"Newton St, 1500 blk - North of Monroe St",158,268,,,426,07/21/2003 12:00:00 AM
"Nightjar Dr, 9600 blk - South of Sugar Hill Dr",165,182,,,347,11/29/2007 12:00:00 AM
"Niles Rd, 1600 blk - West of West Lynn",,,488,1019,1507,10/06/2008 12:00:00 AM
"Niles Rd, 1700 blk - West of Woodlawn Blvd",,,379,1012,1391,04/30/2007 12:00:00 AM
"North Bluff Dr, 300 blk - West of Crow Ln",,,528,1536,2064,10/15/2002 12:00:00 AM
"North Bluff Dr, 400 blk - South of Crow Ln",1459,449,,,1908,10/15/2002 12:00:00 AM
"North Creek Dr, 9500 blk - South of Rock Hollow Dr",1917,1261,,,3178,04/16/2014 12:00:00 AM
"North Creek Dr, 9500 blk - South of Rockhollow Ln",1932,1103,,,3035,07/06/2010 12:00:00 AM
"North Creek Dr, 9600 blk - North of Rockhollow Ln",106,107,,,213,07/06/2010 12:00:00 AM
"North Fresco, 5000 blk - South of Hancock Dr",48,39,,,87,04/04/2001 12:00:00 AM
"North Hampton Dr, 6300 blk - South of Bristol St",2441,2521,,,4962,03/22/2001 12:00:00 AM
"North Hills Dr, 3800 blk - West of Rockledge Dr",,,1510,2864,4374,10/01/2002 12:00:00 AM
"North Hills Dr, 4200 blk - East of Farhills Dr",,,151,420,571,08/04/2003 12:00:00 AM
"North Hills Dr, 4200 blk - East of Farhills Dr  ",,,138,394,532,02/23/2011 12:00:00 AM
"North Loop Blvd, 200 blk - West of Chesterfield Ave",,,3110,3265,6375,06/11/2014 12:00:00 AM
"North Meadows Dr, 1000 blk - West of Newmont Rd",,,573,623,1196,12/06/2007 12:00:00 AM
"North Meadows Dr, 900 blk - East of Newmont Rd",,,847,821,1668,12/06/2007 12:00:00 AM
"North Shields Dr, 2200 blk - West of Broughton Way",,,390,215,605,04/19/2005 12:00:00 AM
"North Shields Dr, 2300 blk - West of Broughton Way",,,428,249,677,01/16/2008 12:00:00 AM
"North Shields Dr, 2400 blk - West of Winwick Way",,,488,285,773,09/17/2007 12:00:00 AM
"North Shields Dr, 2500 blk - West of Winwick Way",,,446,278,724,01/16/2008 12:00:00 AM
"North Shields Dr, 2500 blk - West of Winwick Way",,,578,323,901,10/07/2013 12:00:00 AM
"North Shields Dr, 2500 blk - West of Winwick Way",,,578,323,901,10/07/2013 12:00:00 AM
"North Shields Dr, 2600 blk - East of Wingate Way",,,297,136,433,04/19/2005 12:00:00 AM
"Northbend Dr, 900 blk - East of Eubank Dr",,,1091,966,2057,04/09/2003 12:00:00 AM
"Northcrest Blvd, 7500 blk - North of Cinderella Dr",1510,1267,,,2777,12/10/2003 12:00:00 AM
"Northeast Dr, 2600 blk - East of Willamette Dr",,,1229,1141,2370,02/25/2010 12:00:00 AM
"Northeast Dr, 2600 blk - East of Willamette Dr",,,1133,1105,2238,02/18/2009 12:00:00 AM
"Northeast Dr, 3100 blk - East of Arnold Dr",,,1455,1389,2844,03/22/2001 12:00:00 AM
"Northeast Dr, 6700 blk - North of Lehigh Dr",1197,1191,,,2388,02/25/2010 12:00:00 AM
"Northeast Dr, 6700 blk - South of Loyola Ln",1603,1891,,,3494,03/22/2001 12:00:00 AM
"Northeast Dr, 7000 blk - North of Vanderbilt Circle",2140,2444,,,4584,03/22/2001 12:00:00 AM
"Northridge Dr, 1300 blk - West of Nassau Dr",,,257,213,470,01/13/2009 12:00:00 AM
"Northridge Dr, 1300 blk - West of Nassau Dr",,,241,196,437,04/08/2003 12:00:00 AM
"Northridge Dr, 1400 blk - East of Nassau Dr",,,168,137,305,01/13/2009 12:00:00 AM
"Northridge Dr, 1400 blk - East of Nassau Dr",,,163,134,297,04/08/2003 12:00:00 AM
"Northridge Dr, 1400 blk - West of Nassau Dr",,,281,202,483,01/30/2013 12:00:00 AM
"Northridge Dr, 1500 blk - East of Belfast Dr",,,133,120,253,01/13/2009 12:00:00 AM
"Northridge Dr, 1800 blk - East of Delwood Dr",,,291,295,586,09/20/2005 12:00:00 AM
"Northridge Dr, 1800 blk - East of Delwood Dr",,,246,247,493,03/22/2001 12:00:00 AM
"Northwestern Avenue, 1100 blk - North of Walter Street",567,551,,,1118,09/20/2012 12:00:00 AM
"Northwood Rd, 1500 blk - East of Kerby Ln",,,1803,1443,3246,05/05/2009 12:00:00 AM
"Northwood Rd, 1600 blk - West of Kerby Ln",,,1889,1600,3489,12/04/2007 12:00:00 AM
"Northwood Rd, 1600 blk - West of Kerby Ln",,,2349,1628,3977,05/07/2007 12:00:00 AM
"Northwood Rd, 1700 blk - West of Jefferson St",,,4799,7010,11809,01/10/2008 12:00:00 AM
"Northwood Rd, 2700 blk - West of Expositions Blvd",,,540,567,1107,02/06/2008 12:00:00 AM
"Norwood Hill Rd, 3000 blk - East of Darlington Ln",,,841,823,1664,09/27/2011 12:00:00 AM
"Norwood Hill Rd, 3000 blk - East of Darlington Ln",,,841,823,1664,09/07/2011 12:00:00 AM
"Nuckols Crossing Rd, 5400 blk - North of Palo Blanco Ln",4205,4575,,,8780,03/22/2004 12:00:00 AM
"Nuckols Crossing Rd, 5500 blk - North of Palo Blanco Ln",4735,4707,,,9442,05/05/2009 12:00:00 AM
"Nuckols Crossing Rd, 5600 blk - South of Palo Blanco Ln",4426,4149,,,8575,05/05/2009 12:00:00 AM
"Nuckols Crossing Rd, 5600 blk - South of Palo Blanco Ln",3902,3894,,,7796,03/22/2004 12:00:00 AM
"Nuckols Crossing Rd, 5600 blk - South of Palo Blanco Ln",3667,3818,,,7485,03/26/2002 12:00:00 AM
"Nuckols Crossing Rd, 5800 blk - South of Village Square Dr",4523,4100,,,8623,05/05/2009 12:00:00 AM
"Nuckols Crossing Rd, 5800 blk - South of Village Square Dr",3959,3847,,,7806,03/22/2004 12:00:00 AM
"Nuckols Crossing Rd, 5800 blk - South of Village Square Dr",3924,3791,,,7715,03/26/2002 12:00:00 AM
"Nuckols Crossing Rd, 8300 blk - North of Vertex Blvd",2569,2842,,,5411,12/15/2009 12:00:00 AM
"Nueces St, 1300 blk - South of W. 14th St",1501,1864,,,3365,01/27/2010 12:00:00 AM
"Nueces St, 1300 blk - South of W. 14th St",1754,1954,,,3708,01/21/2010 12:00:00 AM
"Nueces St, 1300 blk - South of W. 14th St",1750,1944,,,3694,12/11/2002 12:00:00 AM
"Nueces St, 1700 blk - North of W. 17th St",1605,1880,,,3485,12/11/2002 12:00:00 AM
"Nueces St, 1700 blk - South of W. 18th St",1704,1957,,,3661,01/27/2010 12:00:00 AM
"Nueces St, 1700 blk - South of W. 18th St",1632,1898,,,3530,01/21/2010 12:00:00 AM
"Nueces St, 2100 blk - North of W. 21st St                        1-way SB",n/a,3167,,,3167,09/17/2002 12:00:00 AM
"Nueces St, 2400 blk - North of W. 23rd St                        1-way SB",n/a,3546,,,3546,11/18/2003 12:00:00 AM
"Nueces St, 2500 blk - North of W. 25th St                        1-way SB",n/a,3588,,,3588,09/17/2002 12:00:00 AM
"Nueces St, 2600 blk - South of W 27th St",n/a,5444,,,5444,05/10/2007 12:00:00 AM
"Nueces St, 2700 blk - North of W. 27th St                        1-way SB",n/a,3562,,,3562,10/15/2003 12:00:00 AM
"Nueces St, 2700 blk - North of W. 27th St                        1-way SB",n/a,3530,,,3530,09/17/2002 12:00:00 AM
"Nueces St, 600 blk - North of W. 6th St",1631,1731,,,3362,01/27/2010 12:00:00 AM
"Nueces St, 600 blk - North of W. 6th St",1718,1719,,,3437,01/21/2010 12:00:00 AM
"Nueces St, 900 blk - North of W. 9th St",1958,1100,,,3058,01/11/2001 12:00:00 AM
"Nueces St, 900 blk - South of W. 10th St",2084,1488,,,3572,01/27/2010 12:00:00 AM
"Nueces St, 900 blk - South of W. 10th St",1970,1549,,,3519,01/21/2010 12:00:00 AM
"Oak Hollow Dr, 10100 blk - North of Oak Run Dr",273,256,,,529,12/05/2007 12:00:00 AM
"Oak Hollow Dr, 10100 blk - South of Chukar Circle",268,259,,,527,10/03/2007 12:00:00 AM
"Oak Hollow Dr, 9700 blk - North of Desert Quail Ln",123,114,,,237,12/05/2007 12:00:00 AM
"Oak Ledge Dr, 8800 blk - North of Shelby Oak Ln",197,199,,,396,11/29/2007 12:00:00 AM
"Oak Meadow Dr, 7400 blk - East of Silverdale Dr",,,1282,1264,2546,09/23/2013 12:00:00 AM
"Oak Meadow Dr, 7400 blk - East of Silverdale Dr",,,1282,1264,2546,09/23/2013 12:00:00 AM
"Oak Park Dr, 3000 blk - East of Cedarview Dr",,,43,30,73,02/27/2014 12:00:00 AM
"Oak View Dr, 10800 blk - East of Windridge Dr",,,431,449,880,02/03/2003 12:00:00 AM
"Oak View Dr, 10800 blk - East of Windridge Dr",,,461,493,954,09/24/2002 12:00:00 AM
"Oak View Dr, 10900 blk - South of Arrowpoint Dr",575,584,,,1159,02/03/2003 12:00:00 AM
"Oak View Dr, 10900 blk - South of Arrowpoint Dr",586,622,,,1208,09/24/2002 12:00:00 AM
"Oakmont Blvd, 3200 blk - South of West 33rd St",132,174,,,306,11/27/2007 12:00:00 AM
"Oakmont Blvd, 3600 blk - South of West 37th St",278,143,,,421,02/14/2011 12:00:00 AM
"Oakmont Blvd, 3800 blk - North of West 38th St ",237,170,,,407,02/23/2011 12:00:00 AM
"Oakmont Blvd,3800 blk - North of West 38th St",214,184,,,398,02/21/2012 12:00:00 AM
"Oakview Dr, 10800 blk - East of Windridge Dr ",,,409,498,907,11/29/2011 12:00:00 AM
"Oakview Dr, 10900 blk - North of Buckhorn Dr ",561,643,,,1204,11/29/2011 12:00:00 AM
"Ohlen Rd, 1700 blk - East of Burrell Dr",,,4039,3929,7968,02/19/2009 12:00:00 AM
"Ohlen Road, 1700 blk - East of Putnam Drive",,,3697,4125,7822,09/19/2012 12:00:00 AM
"Old Bee Caves Rd, 6800 blk - North of TX Hwy 71",1021,936,,,1957,04/14/2004 12:00:00 AM
"Old Bee Caves Rd, 7800 blk - South of Landscape Dr",903,876,,,1779,04/14/2004 12:00:00 AM
"Old Bee Caves Rd, 8300 blk - East of Fletcher Ln",,,1391,1411,2802,02/15/2011 12:00:00 AM
